#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
chrUn_JTFH01000977v1_decoy	1	3220	2	193	5.99379	0.0599379	36.4	0
chrUn_JTFH01000978v1_decoy	1	3212	4	464	14.4458	0.188045	35.4	56.5
chrUn_JTFH01000979v1_decoy	1	3192	15	1354	42.4185	0.702068	35.6	55.7
chrUn_JTFH01000980v1_decoy	1	3092	2	188	6.08021	0.0976714	36.9	60
chrUn_JTFH01000981v1_decoy	1	3087	2	302	9.78296	0.0978296	30	60
chrUn_JTFH01000982v1_decoy	1	3048	8	862	28.2808	0.396325	36.8	60
chrUn_JTFH01000984v1_decoy	1	3004	7	936	31.1585	0.338549	35.4	42.9
chrUn_JTFH01000985v1_decoy	1	2959	1	151	5.10308	0.0510308	36.9	0
chrUn_JTFH01000986v1_decoy	1	2934	7	957	32.6176	0.34833	35	43.1
chrUn_JTFH01000987v1_decoy	1	2933	2	234	7.97818	0.0797818	36.7	30
chrUn_JTFH01000989v1_decoy	1	2794	2	302	10.8089	0.108089	36.1	60
chrUn_JTFH01000990v1_decoy	1	2749	2	302	10.9858	0.109858	35.3	60
chrUn_JTFH01000992v1_decoy	1	2733	4	403	14.7457	0.221003	36.5	11.8
chrUn_JTFH01000994v1_decoy	1	2665	2	300	11.257	0.113321	36.2	0
chrUn_JTFH01000995v1_decoy	1	2634	4	604	22.9309	0.229309	36.4	60
chrUn_JTFH01000997v1_decoy	1	2489	9	840	33.7485	0.442346	34.7	24.3
chrUn_JTFH01000998v1_decoy	1	2468	4	604	24.4733	0.244733	35.5	55
chrUn_JTFH01000999v1_decoy	1	2414	6	906	37.5311	0.375311	35.8	60
chrUn_JTFH01001001v1_decoy	1	2356	2	302	12.8183	0.128183	35.6	60
chrUn_JTFH01001002v1_decoy	1	2339	10	890	38.0504	0.645575	34.3	47.6
chrUn_JTFH01001003v1_decoy	1	2310	1	151	6.5368	0.065368	35.5	0
chrUn_JTFH01001004v1_decoy	1	2288	1	151	6.59965	0.0659965	35.6	60
chrUn_JTFH01001007v1_decoy	1	2253	1	125	5.54816	0.0554816	37	13
chrUn_JTFH01001011v1_decoy	1	2155	1	131	6.07889	0.0607889	37	0
chrUn_JTFH01001012v1_decoy	1	2149	5	725	33.7366	0.349	36.5	48.8
chrUn_JTFH01001013v1_decoy	1	2129	4	428	20.1033	0.212306	36.2	33
chrUn_JTFH01001014v1_decoy	1	2116	1	151	7.13611	0.0713611	36.6	0
chrUn_JTFH01001015v1_decoy	1	2113	2	295	13.9612	0.142925	36.7	60
chrUn_JTFH01001016v1_decoy	1	2098	2	279	13.2984	0.143947	36.8	50
chrUn_JTFH01001017v1_decoy	1	2066	1	42	2.03291	0.0203291	36.7	0
chrUn_JTFH01001018v1_decoy	1	2066	3	377	18.2478	0.182478	36.4	40
chrUn_JTFH01001020v1_decoy	1	2047	5	521	25.4519	0.368832	36.3	20.6
chrUn_JTFH01001021v1_decoy	1	2040	6	656	32.1569	0.423529	35.1	17
chrUn_JTFH01001022v1_decoy	1	2030	3	214	10.5419	0.136453	36.5	2
chrUn_JTFH01001025v1_decoy	1	1992	2	302	15.1606	0.151606	36.8	9.5
chrUn_JTFH01001028v1_decoy	1	1957	1	149	7.61369	0.0761369	36.6	3
chrUn_JTFH01001029v1_decoy	1	1953	4	529	27.0865	0.309268	36.8	60
chrUn_JTFH01001031v1_decoy	1	1936	3	321	16.5806	0.190599	35.4	26.7
chrUn_JTFH01001034v1_decoy	1	1878	1	151	8.04047	0.0804047	36.8	2
chrUn_JTFH01001037v1_decoy	1	1813	2	302	16.6575	0.166575	36.4	60
chrUn_JTFH01001039v1_decoy	1	1804	7	565	31.3193	0.585366	35.6	52.9
chrUn_JTFH01001040v1_decoy	1	1797	1	151	8.40289	0.0840289	36.8	60
chrUn_JTFH01001042v1_decoy	1	1781	2	255	14.3178	0.143178	33.9	60
chrUn_JTFH01001046v1_decoy	1	1741	4	579	33.2567	0.346927	36.7	42
chrUn_JTFH01001050v1_decoy	1	1689	1	151	8.9402	0.089402	35.6	0
chrUn_JTFH01001055v1_decoy	1	1632	1	151	9.25245	0.0925245	36.4	18
chrUn_JTFH01001058v1_decoy	1	1622	4	343	21.1467	0.37238	36.7	38.5
chrUn_JTFH01001059v1_decoy	1	1622	2	302	18.619	0.18619	36.3	48.5
chrUn_JTFH01001061v1_decoy	1	1606	2	285	17.746	0.17746	36.3	60
chrUn_JTFH01001063v1_decoy	1	1592	5	509	31.9724	0.474246	34.6	56
chrUn_JTFH01001064v1_decoy	1	1558	1	39	2.50321	0.0250321	36	0
chrUn_JTFH01001065v1_decoy	1	1545	2	302	19.5469	0.195469	36.2	60
chrUn_JTFH01001067v1_decoy	1	1540	3	368	23.8961	0.238961	36.8	29
chrUn_JTFH01001070v1_decoy	1	1515	2	302	19.934	0.19934	36.6	59
chrUn_JTFH01001074v1_decoy	1	1499	4	298	19.8799	0.21014	33.4	3
chrUn_JTFH01001077v1_decoy	1	1492	1	151	10.1206	0.101206	36.9	3
chrUn_JTFH01001080v1_decoy	1	1485	2	239	16.0943	0.203367	37	0
chrUn_JTFH01001084v1_decoy	1	1463	4	564	38.5509	0.41285	35.4	60
chrUn_JTFH01001087v1_decoy	1	1456	2	302	20.7418	0.207418	36.2	0
chrUn_JTFH01001090v1_decoy	1	1441	2	298	20.6801	0.209577	36.2	50.5
chrUn_JTFH01001092v1_decoy	1	1425	6	865	60.7018	0.607719	34.8	53.7
chrUn_JTFH01001093v1_decoy	1	1418	2	224	15.7969	0.157969	33	18
chrUn_JTFH01001101v1_decoy	1	1382	10	642	46.4544	0.866136	34.2	19.8
chrUn_JTFH01001104v1_decoy	1	1371	3	293	21.3713	0.213713	32.5	20
chrUn_JTFH01001106v1_decoy	1	1364	1	130	9.53079	0.0953079	36.3	6
chrUn_JTFH01001107v1_decoy	1	1356	1	151	11.1357	0.111357	37	0
chrUn_JTFH01001109v1_decoy	1	1352	2	251	18.5651	0.223373	36.4	50
chrUn_JTFH01001111v1_decoy	1	1346	2	117	8.69242	0.173848	34.2	43.5
chrUn_JTFH01001112v1_decoy	1	1345	1	151	11.2268	0.112268	36.8	0
chrUn_JTFH01001113v1_decoy	1	1340	1	151	11.2687	0.112687	36.4	60
chrUn_JTFH01001117v1_decoy	1	1316	2	302	22.9483	0.229483	36.7	60
chrUn_JTFH01001121v1_decoy	1	1303	1	134	10.284	0.10284	35.6	0
chrUn_JTFH01001139v1_decoy	1	1263	2	219	17.3397	0.173397	29.4	0
chrUn_JTFH01001140v1_decoy	1	1249	1	151	12.0897	0.120897	32.7	60
chrUn_JTFH01001143v1_decoy	1	1235	2	302	24.4534	0.244534	29.6	60
chrUn_JTFH01001144v1_decoy	1	1235	5	530	42.915	0.603239	32.6	60
chrUn_JTFH01001145v1_decoy	1	1233	1	143	11.5977	0.115977	35.5	7
chrUn_JTFH01001149v1_decoy	1	1223	1	45	3.67948	0.0367948	36.7	0
chrUn_JTFH01001151v1_decoy	1	1213	4	348	28.6892	0.399011	36.5	30
chrUn_JTFH01001152v1_decoy	1	1211	4	145	11.9736	0.196532	34.2	30.2
chrUn_JTFH01001155v1_decoy	1	1199	1	50	4.17014	0.0417014	28.6	31
chrUn_JTFH01001161v1_decoy	1	1184	2	295	24.9155	0.249155	36.7	40
chrUn_JTFH01001162v1_decoy	1	1184	1	151	12.7534	0.127534	36.7	0
chrUn_JTFH01001166v1_decoy	1	1169	2	297	25.4063	0.254063	33.8	27
chrUn_JTFH01001167v1_decoy	1	1167	2	302	25.8783	0.258783	35.9	53.5
chrUn_JTFH01001168v1_decoy	1	1166	2	302	25.9005	0.259005	36.6	50
chrUn_JTFH01001175v1_decoy	1	1157	2	272	23.5091	0.235091	34.1	25
chrUn_JTFH01001176v1_decoy	1	1157	5	348	30.0778	0.617113	35.5	12.2
chrUn_JTFH01001180v1_decoy	1	1148	1	151	13.1533	0.131533	36.5	15
chrUn_JTFH01001181v1_decoy	1	1148	2	59	5.13937	0.0775261	34.9	25
chrUn_JTFH01001189v1_decoy	1	1127	2	266	23.6025	0.267968	36.7	58.5
chrUn_JTFH01001191v1_decoy	1	1118	5	520	46.5116	0.673524	31.4	44
chrUn_JTFH01001193v1_decoy	1	1104	1	102	9.23913	0.0923913	37	60
chrUn_JTFH01001203v1_decoy	1	1084	2	302	27.8598	0.278598	35.1	50
chrUn_JTFH01001204v1_decoy	1	1083	2	302	27.8855	0.278855	36.3	30
chrUn_JTFH01001205v1_decoy	1	1083	2	290	26.7775	0.273315	36	42.5
chrUn_JTFH01001214v1_decoy	1	1062	2	264	24.8588	0.248588	36.5	36
chrUn_JTFH01001223v1_decoy	1	1052	1	151	14.3536	0.143536	32.2	60
chrUn_JTFH01001225v1_decoy	1	1049	2	252	24.0229	0.240229	36.7	50
chrUn_JTFH01001233v1_decoy	1	1040	1	151	14.5192	0.145192	34.7	31
chrUn_JTFH01001235v1_decoy	1	1038	1	151	14.5472	0.145472	36.7	17
chrUn_JTFH01001237v1_decoy	1	1037	1	151	14.5612	0.145612	35.3	59
chrUn_JTFH01001238v1_decoy	1	1035	6	574	55.4589	0.743961	36	32
chrUn_JTFH01001252v1_decoy	1	1003	2	302	30.1097	0.301097	35.6	60
chrUn_JTFH01001253v1_decoy	1	1001	2	302	30.1698	0.301698	35.6	50
chrUn_JTFH01001255v1_decoy	1	1000	3	181	18.1	0.453	36.4	49.3
chrUn_JTFH01001257v1_decoy	1	17929	9	1248	6.96079	0.075799	36.6	60
chrUn_JTFH01001259v1_decoy	1	8053	2	302	3.75016	0.0375016	32.1	60
chrUn_JTFH01001269v1_decoy	1	4195	4	510	12.1573	0.121573	31.6	60
chrUn_JTFH01001270v1_decoy	1	3807	2	302	7.93276	0.0793276	36.4	60
chrUn_JTFH01001271v1_decoy	1	3741	6	374	9.99733	0.133387	36.5	1.67
chrUn_JTFH01001273v1_decoy	1	3640	2	214	5.87912	0.082967	36.5	60
chrUn_JTFH01001274v1_decoy	1	3531	2	302	8.55282	0.0855282	36.2	60
chrUn_JTFH01001284v1_decoy	1	3127	1	151	4.82891	0.0482891	33.1	60
chrUn_JTFH01001289v1_decoy	1	3059	2	302	9.87251	0.0987251	36	60
chrUn_JTFH01001290v1_decoy	1	2990	2	278	9.29766	0.0929766	35.6	50
chrUn_JTFH01001297v1_decoy	1	2813	8	1184	42.0903	0.429435	35.1	54.5
chrUn_JTFH01001298v1_decoy	1	2785	1	151	5.4219	0.054219	36.4	60
chrUn_JTFH01001301v1_decoy	1	2658	1	151	5.68096	0.0568096	36.8	60
chrUn_JTFH01001305v1_decoy	1	2583	11	1107	42.8571	0.587302	36.6	36.7
chrUn_JTFH01001309v1_decoy	1	2481	2	302	12.1725	0.121725	36.7	49
chrUn_JTFH01001310v1_decoy	1	2478	8	1067	43.0589	0.480226	35.8	57.5
chrUn_JTFH01001312v1_decoy	1	2467	4	373	15.1196	0.244832	36	60
chrUn_JTFH01001313v1_decoy	1	2442	1	30	1.2285	0.012285	36.6	0
chrUn_JTFH01001317v1_decoy	1	2395	154	1304	54.4468	9.15532	36.1	16.2
chrUn_JTFH01001319v1_decoy	1	2337	182	1972	84.3817	10.9598	36	19.8
chrUn_JTFH01001320v1_decoy	1	2322	2	302	13.006	0.13006	36	60
chrUn_JTFH01001321v1_decoy	1	2307	2	302	13.0906	0.130906	36.8	60
chrUn_JTFH01001322v1_decoy	1	2306	2	302	13.0963	0.130963	35.3	60
chrUn_JTFH01001329v1_decoy	1	2228	2	259	11.6248	0.116248	33.1	38.5
chrUn_JTFH01001330v1_decoy	1	2215	3	335	15.1242	0.151242	35.3	40
chrUn_JTFH01001332v1_decoy	1	2191	104	1156	52.7613	6.78275	36	23.3
chrUn_JTFH01001333v1_decoy	1	2191	2	302	13.7837	0.137837	37	60
chrUn_JTFH01001335v1_decoy	1	2184	2	198	9.06593	0.138278	35.6	48
chrUn_JTFH01001336v1_decoy	1	2166	51	1364	62.9732	3.16528	35.7	13
chrUn_JTFH01001337v1_decoy	1	2165	12	518	23.9261	0.693764	36	18.8
chrUn_JTFH01001338v1_decoy	1	2162	2	244	11.2858	0.112858	27.5	60
chrUn_JTFH01001340v1_decoy	1	2116	2	237	11.2004	0.142722	36.3	60
chrUn_JTFH01001342v1_decoy	1	2108	1	22	1.04364	0.0104364	21.9	0
chrUn_JTFH01001345v1_decoy	1	2106	4	501	23.7892	0.237892	36.5	36.8
chrUn_JTFH01001346v1_decoy	1	2097	3	385	18.3596	0.183596	35.4	60
chrUn_JTFH01001348v1_decoy	1	2058	1	151	7.33722	0.0733722	36.7	60
chrUn_JTFH01001349v1_decoy	1	2055	1	151	7.34793	0.0734793	30.9	60
chrUn_JTFH01001350v1_decoy	1	2054	1	151	7.35151	0.0735151	34.3	60
chrUn_JTFH01001353v1_decoy	1	2032	6	522	25.689	0.363189	36.7	7.83
chrUn_JTFH01001356v1_decoy	1	2014	2	203	10.0794	0.14995	35.9	60
chrUn_JTFH01001358v1_decoy	1	2001	3	220	10.9945	0.12094	32.1	0
chrUn_JTFH01001360v1_decoy	1	1990	2	302	15.1759	0.151759	36.4	60
chrUn_JTFH01001365v1_decoy	1	1963	2	302	15.3846	0.153846	31.8	60
chrUn_JTFH01001367v1_decoy	1	1929	2	241	12.4935	0.156558	36.7	60
chrUn_JTFH01001368v1_decoy	1	1881	2	302	16.0553	0.160553	36.4	60
chrUn_JTFH01001374v1_decoy	1	1826	6	653	35.7612	0.365279	36.8	18.2
chrUn_JTFH01001375v1_decoy	1	1814	45	1354	74.6417	3.64774	36.3	24.9
chrUn_JTFH01001376v1_decoy	1	1814	2	302	16.6483	0.166483	36.6	60
chrUn_JTFH01001377v1_decoy	1	1791	7	584	32.6075	0.569514	36	24.9
chrUn_JTFH01001378v1_decoy	1	1789	4	454	25.3773	0.335942	32.6	36.5
chrUn_JTFH01001387v1_decoy	1	1751	40	866	49.4575	2.257	35.4	12.7
chrUn_JTFH01001388v1_decoy	1	1749	3	453	25.9005	0.259005	36.6	60
chrUn_JTFH01001390v1_decoy	1	1729	78	1406	81.3187	6.22499	36.1	8.28
chrUn_JTFH01001391v1_decoy	1	1726	2	187	10.8343	0.174971	36.3	60
chrUn_JTFH01001393v1_decoy	1	1712	2	302	17.6402	0.176402	36.4	60
chrUn_JTFH01001394v1_decoy	1	1711	3	349	20.3974	0.264757	34.7	42
chrUn_JTFH01001395v1_decoy	1	1703	2	267	15.6782	0.156782	33.4	49.5
chrUn_JTFH01001398v1_decoy	1	1686	4	453	26.8683	0.358244	36.3	59
chrUn_JTFH01001399v1_decoy	1	1684	2	150	8.90736	0.0890736	30.6	30
chrUn_JTFH01001400v1_decoy	1	1680	2	302	17.9762	0.179762	36.6	60
chrUn_JTFH01001403v1_decoy	1	1677	2	302	18.0083	0.180083	36.4	60
chrUn_JTFH01001405v1_decoy	1	1672	205	1612	96.4115	17.6023	35.9	18.5
chrUn_JTFH01001410v1_decoy	1	1660	1	151	9.09639	0.0909639	33.5	60
chrUn_JTFH01001416v1_decoy	1	1645	2	301	18.2979	0.182979	36	55.5
chrUn_JTFH01001424v1_decoy	1	1603	3	358	22.3331	0.223331	34	41.3
chrUn_JTFH01001425v1_decoy	1	1599	2	243	15.197	0.188868	36.8	60
chrUn_JTFH01001426v1_decoy	1	1589	2	64	4.02769	0.0805538	36.2	0
chrUn_JTFH01001430v1_decoy	1	1584	44	1231	77.7146	4.10795	35.5	24
chrUn_JTFH01001432v1_decoy	1	1572	2	278	17.6845	0.186387	36.6	60
chrUn_JTFH01001433v1_decoy	1	1570	129	1089	69.3631	11.5739	36.2	21.7
chrUn_JTFH01001435v1_decoy	1	1568	1	131	8.35459	0.0835459	36.9	0
chrUn_JTFH01001437v1_decoy	1	1565	1	151	9.64856	0.0964856	36.7	57
chrUn_JTFH01001444v1_decoy	1	1541	2	302	19.5977	0.195977	36.4	0
chrUn_JTFH01001446v1_decoy	1	1537	10	729	47.4301	0.819779	35.7	42.8
chrUn_JTFH01001452v1_decoy	1	1509	2	46	3.04838	0.0569914	26	0
chrUn_JTFH01001453v1_decoy	1	1507	4	589	39.0843	0.390843	33.8	31
chrUn_JTFH01001454v1_decoy	1	1500	2	302	20.1333	0.201333	36.4	60
chrUn_JTFH01001458v1_decoy	1	1496	2	302	20.1872	0.201872	35.9	60
chrUn_JTFH01001460v1_decoy	1	1486	3	436	29.3405	0.304845	35.9	54.3
chrUn_JTFH01001465v1_decoy	1	1472	350	1088	73.913	34.3213	35.9	27.3
chrUn_JTFH01001471v1_decoy	1	1457	2	199	13.6582	0.136582	36.6	50
chrUn_JTFH01001472v1_decoy	1	1448	2	302	20.8564	0.208564	32.2	60
chrUn_JTFH01001474v1_decoy	1	1444	1	52	3.60111	0.0360111	33.5	0
chrUn_JTFH01001478v1_decoy	1	1432	131	1228	85.7542	12.9637	35.8	20.9
chrUn_JTFH01001479v1_decoy	1	1430	2	249	17.4126	0.211189	36.2	27
chrUn_JTFH01001486v1_decoy	1	1420	2	302	21.2676	0.212676	32.1	60
chrUn_JTFH01001497v1_decoy	1	1397	1	151	10.8089	0.108089	31.8	0
chrUn_JTFH01001506v1_decoy	1	1374	98	685	49.8544	9.59825	36.2	25.3
chrUn_JTFH01001509v1_decoy	1	1373	2	302	21.9956	0.219956	30.6	60
chrUn_JTFH01001510v1_decoy	1	1372	2	194	14.1399	0.218659	36.5	60
chrUn_JTFH01001512v1_decoy	1	1367	485	1267	92.6847	50.8808	35.9	25.9
chrUn_JTFH01001513v1_decoy	1	1365	2	208	15.2381	0.221245	35.5	60
chrUn_JTFH01001517v1_decoy	1	1355	2	211	15.572	0.222878	34.1	60
chrUn_JTFH01001520v1_decoy	1	1353	5	569	42.0547	0.558019	34	60
chrUn_JTFH01001521v1_decoy	1	1349	1	151	11.1935	0.111935	36.8	60
chrUn_JTFH01001522v1_decoy	1	1345	1	151	11.2268	0.112268	32.2	49
chrUn_JTFH01001523v1_decoy	1	1344	2	182	13.5417	0.135417	35.5	30
chrUn_JTFH01001526v1_decoy	1	1338	2	302	22.571	0.22571	34.3	60
chrUn_JTFH01001532v1_decoy	1	1324	1	151	11.4048	0.114048	36.5	0
chrUn_JTFH01001539v1_decoy	1	1304	5	293	22.4693	0.354294	35.4	2.8
chrUn_JTFH01001545v1_decoy	1	1298	4	534	41.1402	0.465331	36.5	60
chrUn_JTFH01001549v1_decoy	1	1283	75	1053	82.0733	8.36399	36.1	14.2
chrUn_JTFH01001553v1_decoy	1	1271	70	1271	100	7.8812	36.1	27.8
chrUn_JTFH01001554v1_decoy	1	1271	2	302	23.7608	0.237608	34	60
chrUn_JTFH01001556v1_decoy	1	1264	10	676	53.481	1.18038	36	30
chrUn_JTFH01001574v1_decoy	1	1234	4	417	33.7925	0.489465	36	60
chrUn_JTFH01001584v1_decoy	1	1221	2	286	23.4234	0.247338	36.5	0
chrUn_JTFH01001585v1_decoy	1	1221	1	151	12.3669	0.123669	34	60
chrUn_JTFH01001599v1_decoy	1	1202	2	302	25.1248	0.251248	36.4	60
chrUn_JTFH01001605v1_decoy	1	1195	1	38	3.17992	0.0317992	37	0
chrUn_JTFH01001610v1_decoy	1	1180	1	151	12.7966	0.127966	36.8	52
chrUn_JTFH01001611v1_decoy	1	1180	1	151	12.7966	0.127966	34.4	60
chrUn_JTFH01001613v1_decoy	1	1172	4	294	25.0853	0.419795	34.3	2.25
chrUn_JTFH01001621v1_decoy	1	1154	1	38	3.29289	0.0329289	37	60
chrUn_JTFH01001630v1_decoy	1	1127	4	604	53.5936	0.535936	35.8	56.8
chrUn_JTFH01001631v1_decoy	1	1127	3	333	29.5475	0.401952	35.8	60
chrUn_JTFH01001638v1_decoy	1	1121	4	324	28.9028	0.538805	36.2	60
chrUn_JTFH01001649v1_decoy	1	1101	1	151	13.7148	0.137148	33.4	60
chrUn_JTFH01001654v1_decoy	1	1095	2	302	27.5799	0.275799	35.8	60
chrUn_JTFH01001664v1_decoy	1	1080	4	383	35.463	0.510185	35.5	52
chrUn_JTFH01001669v1_decoy	1	1075	187	743	69.1163	23.9721	36.3	22.5
chrUn_JTFH01001677v1_decoy	1	1066	137	882	82.7392	18.1773	36.1	21.4
chrUn_JTFH01001680v1_decoy	1	1063	286	897	84.3838	40.2926	36	20.5
chrUn_JTFH01001711v1_decoy	1	1018	2	212	20.8251	0.29666	35.8	60
chrUn_JTFH01001724v1_decoy	1	1009	56	847	83.9445	8.02279	35.3	20.1
chrUn_JTFH01001729v1_decoy	1	1007	2	277	27.5074	0.297915	33.1	30
chrUn_JTFH01001736v1_decoy	1	11713	4	594	5.07129	0.0515666	36.2	30
chrUn_JTFH01001737v1_decoy	1	11263	4	405	3.59584	0.0451034	36.4	60
chrUn_JTFH01001738v1_decoy	1	9779	6	883	9.02955	0.0902955	35.4	56.7
chrUn_JTFH01001739v1_decoy	1	9568	27	2940	30.7274	0.398725	36	27.5
chrUn_JTFH01001740v1_decoy	1	9344	13	1531	16.3848	0.196704	36.4	42.6
chrUn_JTFH01001741v1_decoy	1	9188	1	98	1.06661	0.0106661	36	0
chrUn_JTFH01001742v1_decoy	1	9100	3	364	4	0.0487912	36.6	41
chrUn_JTFH01001743v1_decoy	1	8771	6	790	9.00695	0.100673	35.7	45.7
chrUn_JTFH01001744v1_decoy	1	8690	4	527	6.06444	0.0606444	36	38.5
chrUn_JTFH01001746v1_decoy	1	8058	11	1262	15.6615	0.199677	34.3	58.2
chrUn_JTFH01001747v1_decoy	1	7759	5	546	7.03699	0.082356	36.5	60
chrUn_JTFH01001748v1_decoy	1	7585	34	3113	41.0415	0.55913	36	32.4
chrUn_JTFH01001750v1_decoy	1	7461	13	1678	22.4903	0.261761	35.3	59.6
chrUn_JTFH01001751v1_decoy	1	7342	6	830	11.3048	0.1234	34.5	60
chrUn_JTFH01001752v1_decoy	1	7223	8	1054	14.5923	0.167244	36.4	60
chrUn_JTFH01001753v1_decoy	1	7064	4	313	4.43092	0.085504	35.9	38.2
chrUn_JTFH01001754v1_decoy	1	6916	4	552	7.98149	0.0873337	36.6	60
chrUn_JTFH01001756v1_decoy	1	6880	4	601	8.73547	0.0877907	36.4	60
chrUn_JTFH01001757v1_decoy	1	6857	7	938	13.6795	0.136795	36.2	60
chrUn_JTFH01001758v1_decoy	1	6840	2	216	3.15789	0.044152	36.5	60
chrUn_JTFH01001759v1_decoy	1	6728	2	302	4.4887	0.044887	36.4	0
chrUn_JTFH01001760v1_decoy	1	6688	2	244	3.64833	0.0451555	35.9	60
chrUn_JTFH01001761v1_decoy	1	6553	2	267	4.07447	0.0407447	36.7	15
chrUn_JTFH01001764v1_decoy	1	6295	2	241	3.82844	0.0479746	36.8	0
chrUn_JTFH01001767v1_decoy	1	6171	7	954	15.4594	0.171285	36	51.1
chrUn_JTFH01001768v1_decoy	1	6120	1	145	2.36928	0.0236928	30.8	2
chrUn_JTFH01001769v1_decoy	1	6105	2	250	4.095	0.0494676	36.8	60
chrUn_JTFH01001771v1_decoy	1	5893	6	771	13.0833	0.153742	35.9	60
chrUn_JTFH01001772v1_decoy	1	5829	2	302	5.18099	0.0518099	35.1	0
chrUn_JTFH01001776v1_decoy	1	5716	8	1140	19.944	0.211337	35.6	60
chrUn_JTFH01001777v1_decoy	1	5708	4	604	10.5816	0.105816	36.3	60
chrUn_JTFH01001778v1_decoy	1	5590	5	673	12.0394	0.127728	36	12.6
chrUn_JTFH01001780v1_decoy	1	5558	31	1479	26.6103	0.420115	34.6	10.6
chrUn_JTFH01001781v1_decoy	1	5418	5	322	5.94315	0.0594315	33.6	5.4
chrUn_JTFH01001783v1_decoy	1	5300	20	2182	41.1698	0.51	35.3	51.7
chrUn_JTFH01001784v1_decoy	1	5255	5	560	10.6565	0.142341	36.4	20.8
chrUn_JTFH01001785v1_decoy	1	5157	1	91	1.76459	0.0176459	33.6	0
chrUn_JTFH01001786v1_decoy	1	5130	1	151	2.94347	0.0294347	36.5	0
chrUn_JTFH01001787v1_decoy	1	4978	10	1115	22.3986	0.29329	36.2	54.4
chrUn_JTFH01001788v1_decoy	1	4957	1	147	2.9655	0.029655	35.4	58
chrUn_JTFH01001789v1_decoy	1	4947	2	204	4.12371	0.060845	36.6	60
chrUn_JTFH01001794v1_decoy	1	4641	2	261	5.62379	0.0650722	36.9	60
chrUn_JTFH01001797v1_decoy	1	4532	2	302	6.66372	0.0666372	36.2	56.5
chrUn_JTFH01001798v1_decoy	1	4503	4	604	13.4133	0.134133	33.8	30
chrUn_JTFH01001805v1_decoy	1	4277	4	604	14.122	0.14122	36.4	60
chrUn_JTFH01001806v1_decoy	1	4173	3	453	10.8555	0.108555	36.8	60
chrUn_JTFH01001807v1_decoy	1	4169	4	487	11.6815	0.116815	36.6	36
chrUn_JTFH01001808v1_decoy	1	4136	2	196	4.73888	0.0730174	36.9	0
chrUn_JTFH01001809v1_decoy	1	4101	7	970	23.6528	0.237747	34.5	44.6
chrUn_JTFH01001813v1_decoy	1	3973	2	302	7.60131	0.0760131	36.7	60
chrUn_JTFH01001815v1_decoy	1	3709	4	604	16.2847	0.162847	36.3	30
chrUn_JTFH01001816v1_decoy	1	3686	4	604	16.3863	0.163863	35.3	60
chrUn_JTFH01001818v1_decoy	1	3673	3	425	11.5709	0.115709	35.5	56
chrUn_JTFH01001819v1_decoy	1	3672	4	602	16.3943	0.163943	35.4	44
chrUn_JTFH01001821v1_decoy	1	3633	4	537	14.7812	0.166254	35.5	60
chrUn_JTFH01001822v1_decoy	1	3613	18	938	25.9618	0.479657	36	17.7
chrUn_JTFH01001823v1_decoy	1	3605	2	221	6.13037	0.0613037	33.6	1.5
chrUn_JTFH01001824v1_decoy	1	3592	1	149	4.14811	0.0414811	35.9	22
chrUn_JTFH01001825v1_decoy	1	3586	3	283	7.8918	0.125209	36.8	40
chrUn_JTFH01001827v1_decoy	1	3577	2	151	4.22141	0.0718479	34.1	21
chrUn_JTFH01001829v1_decoy	1	3510	11	953	27.151	0.438177	36.3	44.8
chrUn_JTFH01001830v1_decoy	1	3509	2	302	8.60644	0.0860644	36.7	60
chrUn_JTFH01001834v1_decoy	1	3427	4	604	17.6247	0.176247	36.5	30
chrUn_JTFH01001835v1_decoy	1	3395	11	1002	29.514	0.476583	34.7	19.7
chrUn_JTFH01001836v1_decoy	1	3367	4	544	16.1568	0.170181	36.3	55
chrUn_JTFH01001837v1_decoy	1	3337	4	510	15.2832	0.181001	36.5	60
chrUn_JTFH01001838v1_decoy	1	3324	2	302	9.08544	0.0908544	36.5	60
chrUn_JTFH01001844v1_decoy	1	3237	2	302	9.32963	0.0932963	34.6	60
chrUn_JTFH01001846v1_decoy	1	3200	2	302	9.4375	0.094375	33.4	40
chrUn_JTFH01001847v1_decoy	1	3195	14	1497	46.8545	0.639124	36	56
chrUn_JTFH01001848v1_decoy	1	3175	5	276	8.69291	0.104882	36.1	0.2
chrUn_JTFH01001849v1_decoy	1	3158	4	450	14.2495	0.18936	36	60
chrUn_JTFH01001850v1_decoy	1	3143	4	604	19.2173	0.192173	36.5	60
chrUn_JTFH01001851v1_decoy	1	3139	2	302	9.6209	0.096209	35.4	60
chrUn_JTFH01001852v1_decoy	1	3138	3	377	12.014	0.144359	36.7	60
chrUn_JTFH01001855v1_decoy	1	3132	2	302	9.6424	0.096424	34	60
chrUn_JTFH01001856v1_decoy	1	3095	2	302	9.75767	0.0975767	35.9	60
chrUn_JTFH01001857v1_decoy	1	3094	2	302	9.76083	0.0976083	36.6	60
chrUn_JTFH01001858v1_decoy	1	3093	4	512	16.5535	0.19528	35.9	60
chrUn_JTFH01001862v1_decoy	1	2967	102	752	25.3455	4.97472	35.8	24.8
chrUn_JTFH01001866v1_decoy	1	2933	45	1039	35.4245	1.78929	35.8	20.2
